Area;Price;Market;Rooms_num;Rent;District;Build_year;Garage;Lift;Basement;Balcony;Garden;Terrace;Floors_num;Floor_no;Construction_status;Latitude;Longitude;Link
30.43;357552;primary;2;;Brochów;;True;True;True;False;True;True;;0;;51.0519878;17.0828219;https://www.otodom.pl/pl/oferta/nowy-etap-ostatnie-takie-mieszkania-hit-sprawdz-ID4oYSn
39.0;649000;secondary;2;590;Kleczków;2020;True;True;False;True;False;False;3;1;ready_to_use;51.1319864;17.0445671;https://www.otodom.pl/pl/oferta/nowe-budownictwo-i-przy-odrze-i-balkon-i-parking-ID4oYSc
88.4;1078480;primary;4;;Wojszyce;2025;True;True;False;True;False;False;2;2;to_completion;51.064059965025;17.042203013494;https://www.otodom.pl/pl/oferta/asfaltowa-13-mieszkanie-4-pok-13-27-ID4oCSu
55.5;650000;secondary;3;580;Maślice;2001;True;False;False;True;False;False;2;2;ready_to_use;51.1538086;16.9334775;https://www.otodom.pl/pl/oferta/bezposrednio-przestronne-balkon-klima-garaz-ID4oAMZ
118.24;975000;primary;4;;Ołtaszyn;2024;True;False;False;False;False;True;1;1;;51.047224;17.01144;https://www.otodom.pl/pl/oferta/4-pokoje-dwa-poziomy-118-24-m2-oltaszyn-ID4oYR8
49.3;623500;secondary;2;600;Gądów - Popowice Płd.;1980;True;True;True;True;False;False;6;5;ready_to_use;51.1219915;16.965487;https://www.otodom.pl/pl/oferta/rezerwacja-ID4oWOW
42.0;498550;primary;2;;Lipa Piotrowska;2024;True;True;False;True;False;False;2;2;;51.174187;16.99798;https://www.otodom.pl/pl/oferta/nowe-osiedle-2-pokoje-winda-cicha-okolica-ID4oYPT
53.58;695000;secondary;4;800;Stare Miasto;1970;False;False;False;True;False;False;4;4;ready_to_use;51.1123478;17.0347475;https://www.otodom.pl/pl/oferta/inwestycyjne-4-pokoje-w-rozkladzie-stare-miasto-ID4oYPK
45.8;659000;secondary;2;700;Maślice;2018;False;False;False;False;True;False;2;0;ready_to_use;51.155347;16.943674;https://www.otodom.pl/pl/oferta/z-ogrodkiem-ponad-40m2spokojna-okolica-ID4oYP6
71.4;757275;primary;4;712;Księże;2025;True;True;False;False;True;True;2;0;to_completion;51.073302;17.0886918;https://www.otodom.pl/pl/oferta/4-pokoje-z-ogrodkiem-w-zielonej-okolicy-ID4oYNC
40.0;650000;secondary;2;620;Karłowice - Różanka;2014;True;True;False;True;False;True;5;1;ready_to_use;51.1329042;17.0322682;https://www.otodom.pl/pl/oferta/na-polance-22-z-najemca-ID4oYMJ
70.27;1280000;secondary;3;540;Pilczyce - Kozanów - Popowice Płn.;2020;False;True;False;True;False;False;8;1;ready_to_use;51.12731;16.993441;https://www.otodom.pl/pl/oferta/nowe-lux-mieszkanie-70-27m2-2balkony-port-popowice-ID4nTGl
46.0;1300000;secondary;2;;Stare Miasto;2022;False;True;False;False;False;False;5;5;ready_to_use;51.1136;17.02488;https://www.otodom.pl/pl/oferta/luksusowy-apartament-w-samym-centrum-ID4oYLf
81.13;1098999;primary;4;600;Szczepin;2024;True;True;False;True;False;False;9;6;to_completion;51.1210389;17.0132445;https://www.otodom.pl/pl/oferta/4-pokoje-2-balkony-2-minuty-od-rzeki-ID4oYK8
74.15;969000;primary;4;750;Szczepin;2023;False;True;False;True;False;False;9;1;to_completion;51.1224314;17.0119577;https://www.otodom.pl/pl/oferta/duze-mieszkanie-z-dwoma-balkonami-w-centrum-ID4oKXP
40.81;476661;primary;1;;Ołtaszyn;2023;False;True;False;True;False;False;2;1;ready_to_use;51.0488;17.0232;https://www.otodom.pl/pl/oferta/mieszkanie-z-balkonem-na-oltaszynie-ID4oYJE
32.67;460112;primary;1;;Gaj;2023;False;True;False;True;False;False;6;5;ready_to_use;51.0826;17.0377;https://www.otodom.pl/pl/oferta/lokal-uslugowy-kawalerka-pod-wynajem-dla-studenta-ID4oYJD
52.57;746000;secondary;3;650;Krzyki - Partynice;2013;True;True;False;True;True;True;3;0;ready_to_use;51.0568166;17.0068662;https://www.otodom.pl/pl/oferta/piekne-z-tarasem-zaciszne-osiedle-52-57m2-ID4oUtr
53.0;649000;secondary;3;600;Pilczyce - Kozanów - Popowice Płn.;1980;True;False;True;True;False;False;4;2;ready_to_use;51.12435918138796;16.995042318554688;https://www.otodom.pl/pl/oferta/3-pok-sloneczne-rozkladowe-ok-3-5km-od-rynku-ID4okZR
31.04;585400;primary;1;600;Plac Grunwaldzki;2024;True;True;True;True;False;False;6;1;to_completion;51.1162931;17.0553906;https://www.otodom.pl/pl/oferta/inwestycja-samo-centrum-1-pokoj-ID4oYI8
50.5;599000;secondary;3;680;Powstańców Śląskich;1970;False;True;True;False;False;False;11;7;ready_to_use;51.0912869;17.008992;https://www.otodom.pl/pl/oferta/3-osobne-pokoje-na-krzykach-winda-cicho-ID4oNFW
50.44;585104;primary;3;;Lipa Piotrowska;2025;False;False;False;True;False;False;1;1;to_completion;51.180157610123;16.998341982803;https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-50m2-balkon-bez-prowizji-ID4kkwa
62.8;706090;primary;3;;Oporów;2025;True;True;False;True;False;False;3;2;to_completion;51.082544113388;16.957263743227;https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-62m2-balkon-bez-prowizji-ID4nFJJ
80.0;898000;secondary;3;900;Klecina;2003;True;False;True;True;False;False;2;1;ready_to_use;51.06431112285078;16.974613597592185;https://www.otodom.pl/pl/oferta/przestronne-i-zadbane-3-pok-80m2-bezposrednio-ID4oFOV
38.2;591170;primary;2;;Szczepin;2022;True;True;False;True;False;False;7;6;to_completion;51.12438375524271;17.013707037573234;https://www.otodom.pl/pl/oferta/osobna-kuchnia-miejsce-naziemne-gotowe-mieszkanie-ID4oUlI
42.62;774946;secondary;2;;Szczepin;2024;True;True;False;True;False;False;23;2;;51.11491;17.01985;https://www.otodom.pl/pl/oferta/premium-centrum-odbior-30-iv-bez-prowizji-ID4oYDP
65.0;1349000;secondary;3;;Nadodrze;2023;False;True;False;False;False;False;6;5;ready_to_use;51.11724;17.02251;https://www.otodom.pl/pl/oferta/bez-prowizji-blisko-rynku-nowe-ID4okDJ
55.0;665000;secondary;3;660;Huby;1980;False;True;True;False;False;False;10;8;ready_to_use;51.0867176;17.0368209;https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-po-remoncie-ID4oThY
75.52;785000;secondary;3;;Psie Pole - Zawidawie;2014;True;False;False;True;False;True;1;1;ready_to_use;51.1418717;17.1355553;https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-2-miejsca-postojowe-ID4oOAJ
88.52;1146334;primary;3;;Grabiszyn - Grabiszynek;2024;True;True;False;True;False;True;3;3;to_completion;51.078613;16.98713;https://www.otodom.pl/pl/oferta/raclawicka-platinum-mieszkanie-109-28-z-tarasem-ID4iKtc
35.0;479000;secondary;2;;Krzyki - Partynice;2005;True;False;False;False;True;True;3;0;ready_to_use;51.0655409;16.9933335;https://www.otodom.pl/pl/oferta/2-pokoje-taras-28m2-osiedle-zamkniete-ID4oYDo
80.73;1198800;secondary;4;760;Ołbin;2021;True;True;False;True;False;False;5;5;to_completion;51.128813836919925;17.05343526884765;https://www.otodom.pl/pl/oferta/browary-wroclawskie-4-pokoje-stan-deweloperski-ID4l618
55.21;654000;secondary;3;449;Lipa Piotrowska;2013;True;True;False;False;False;False;4;1;;51.176993;17.00038;https://www.otodom.pl/pl/oferta/rezerwacja-ID4oc3G
51.46;679000;secondary;2;680;Nowy Dwór;;False;True;False;True;False;False;7;6;ready_to_use;51.1168551569616;16.95513647328204;https://www.otodom.pl/pl/oferta/komfortowe-przytulne-z-widokiem-bezposrednio-ID4owTn
57.0;650000;secondary;2;;Psie Pole - Zawidawie;;False;True;False;False;False;True;4;4;;51.143800258489215;17.12148369462892;https://www.otodom.pl/pl/oferta/dwa-tarasy-przestrzen-komfort-ID4oYzm
55.22;670000;secondary;2;620;Jagodno;;False;True;True;True;False;False;4;4;;51.0566441;17.057307;https://www.otodom.pl/pl/oferta/luksusowe-mieszkanie-2-pokojowe-ID4oYyo
66.0;830000;secondary;3;700;Brochów;2012;False;False;True;False;False;True;2;0;ready_to_use;51.06007417448283;17.07889492988585;https://www.otodom.pl/pl/oferta/mieszkanie-3-pokojowe-66-m-piwnica-premium-ID4nWt1
38.0;785000;primary;2;;Przedmieście Świdnickie;;True;True;False;True;False;False;6;3;to_completion;51.1030162;17.0291598;https://www.otodom.pl/pl/oferta/prestizowe-przy-rynku-wiosna-24-sloneczne-ID4oYxp
68.95;575732;primary;4;;Bieńkowice;;True;False;True;False;True;True;;0;;51.05027354242392;17.08965481166993;https://www.otodom.pl/pl/oferta/promocja-piekny-i-duzy-ogrodek-ostatnie-sprawdz-ID4oYxc
68.95;548152;primary;4;;Bieńkowice;;True;False;True;True;False;True;;1;;51.05027354242392;17.089483150292978;https://www.otodom.pl/pl/oferta/promocja-najlepszacena-superustawne-sprawdz-hit-ID4oYxa
59.68;480424;primary;3;;Bieńkowice;;True;False;True;True;False;True;;1;;51.05021958593863;17.089225658227548;https://www.otodom.pl/pl/oferta/ostatnie-najlepszacena-promocja-nowainwestycja-hit-ID4oYx0
41.87;349614;primary;2;;Bieńkowice;;True;False;True;True;False;True;;1;;51.05011167277944;17.08913982753907;https://www.otodom.pl/pl/oferta/promocja-najlepszacena-ostatniesztuki-hit-ID4oYvW
60.05;612510;primary;4;;Brochów;;True;True;True;False;True;True;;0;;51.0519878;17.0828219;https://www.otodom.pl/pl/oferta/ogrodek-2tarasy-garderoba-nowainwestycja-hit-ID4oYvR
51.47;506979;primary;3;;Brochów;;True;True;True;True;False;True;;1;;51.0519878;17.0828219;https://www.otodom.pl/pl/oferta/promocja-super-ustawne-nowa-inwestycja-hit-ID4oYvM
52.57;546728;primary;3;;Brochów;;True;True;True;False;True;True;;0;;51.0519878;17.0828219;https://www.otodom.pl/pl/oferta/narozne-z-pieknym-ogrodkiem-nowa-inwestycja-hit-ID4oYvK
37.06;426190;primary;2;;Brochów;;True;True;True;False;True;True;;0;;51.0519878;17.0828219;https://www.otodom.pl/pl/oferta/super-promocja-nowa-inwestycja-ogrodek-sprawdzhit-ID4oYvC
30.43;357552;primary;2;;Brochów;;True;True;True;False;True;True;;0;;51.0519878;17.0828219;https://www.otodom.pl/pl/oferta/nowy-etap-ostatnie-takie-mieszkania-hit-sprawdz-ID4oYvw
167.5;1750000;secondary;5;;Krzyki - Partynice;1907;True;False;True;False;True;False;2;0;ready_to_use;51.075608;17.0008257;https://www.otodom.pl/pl/oferta/mieszkanie-willowe-167-5m2-wroclaw-krzyki-borek-ID4nZPl
38.74;960000;secondary;1;400;Szczepin;2023;False;True;False;True;False;False;5;3;to_completion;51.1116212;17.0222264;https://www.otodom.pl/pl/oferta/apartament-na-bulwarze-nawet-54m2-z-antresola-ID4n6oB
29.0;359999;secondary;1;200;Lipa Piotrowska;2022;False;False;True;True;False;False;3;0;ready_to_use;51.178634533028216;16.989291459960953;https://www.otodom.pl/pl/oferta/bezposrednio-oborniki-sl-nowe-niezamieszkale-k-lok-ID4mOyb
72.9;695000;secondary;4;1100;Pilczyce - Kozanów - Popowice Płn.;1980;False;False;True;True;False;False;4;3;ready_to_use;51.13837220075666;16.964273544921856;https://www.otodom.pl/pl/oferta/pilczycka-4pok-73m2-rozklad-komorka-tramwaj-ID4f0KB
29.48;449900;secondary;1;;Ołbin;;False;False;True;False;False;False;3;3;ready_to_use;51.12629806232986;17.052162667770375;https://www.otodom.pl/pl/oferta/kawalerka-po-remoncie-na-srodmiesciu-ID4orgY
66.4;669001;primary;3;;Psie Pole - Zawidawie;2023;True;True;False;True;False;False;4;1;;51.16249;17.14127;https://www.otodom.pl/pl/oferta/teraz-rabat-sprawdz-narozne-dwustronne-plus-wc-ID4oYq8
63.7;881225;primary;3;;Krzyki - Partynice;2024;True;True;False;False;True;True;4;0;;51.07958;16.99305;https://www.otodom.pl/pl/oferta/narozne-mieszkanie-z-wielkim-ogrodem-oraz-tarasem-ID4oYq3
32.73;381304;primary;1;;Bieńkowice;2025;True;True;False;True;True;True;2;0;;51.04728;17.08768;https://www.otodom.pl/pl/oferta/idealne-na-start-mieszkanie-z-ogrodkiem-ID4oYq0
75.1;983810;primary;4;;Krzyki - Partynice;2024;True;True;False;True;False;False;4;3;;51.07958;16.99305;https://www.otodom.pl/pl/oferta/sloneczne-narozne-mieszkanie-idealne-dla-rodziny-ID4oYq1
32.0;375000;secondary;2;360;Jerzmanowo - Jarnołtów - Strachowice - Osiniec;2022;False;False;False;True;False;False;4;1;ready_to_use;51.1089;16.88971;https://www.otodom.pl/pl/oferta/lokal-inwestycyjny-na-sprzedaz-375-000pln-netto-ID4o59V
64.0;780000;secondary;3;750;Powstańców Śląskich;;True;False;True;False;False;False;4;0;;51.08689;17.01132;https://www.otodom.pl/pl/oferta/mieszkanie-3-pokojowe-hallera-centrum-64-m2-ID4oYmy
88.49;899000;primary;4;500;Karłowice - Różanka;2023;True;True;False;False;True;False;4;0;to_completion;51.1458649;17.0355841;https://www.otodom.pl/pl/oferta/ogrodek-balkon-salon-41-m2-4-pokoje-gotowe-ID4oWGO
51.97;600000;primary;2;450;Polanowice - Poświętne - Ligota;2023;True;False;True;True;False;False;3;2;to_completion;51.1568406;17.0443512;https://www.otodom.pl/pl/oferta/dwa-pokoje-z-balkonem-cena-z-2023-r-ID4oYl8
50.68;890000;secondary;2;;Nadodrze;2021;True;True;False;True;False;False;10;4;to_completion;51.1149626;17.0250451;https://www.otodom.pl/pl/oferta/rynek-wtorny-do-odbioru-2-pokoje-z-balkonem-ID4nB8b
63.0;595000;secondary;3;800;Karłowice - Różanka;1980;False;True;True;True;False;False;10;4;to_renovation;51.1346708;17.0297267;https://www.otodom.pl/pl/oferta/rozanka-3-pok-supercena-ciche-balkon-ID4oPUX
58.2;590000;secondary;3;900;Gądów - Popowice Płd.;1990;False;True;True;True;False;False;10;1;to_renovation;51.1259718;16.971103;https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-z-balkonem-na-gadowie-ID4oKrN
53.8;890000;secondary;3;560;Leśnica;2018;True;True;True;False;False;True;4;4;;51.1374886;16.9261438;https://www.otodom.pl/pl/oferta/3-pokoje-na-nowych-zernikach-taras-marzen-ID4m20g
56.67;849000;secondary;2;600;Biskupin - Sępolno - Dąbie - Bartoszowice;2010;True;False;False;False;True;False;2;0;;51.1010439;17.0827076;https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-na-dabiu-z-m-postojowym-ID4oBXy
46.0;599000;secondary;2;500;Wojszyce;2012;True;True;True;True;False;False;3;1;;51.0605968;17.0442231;https://www.otodom.pl/pl/oferta/osobna-kuchnia-spokojna-okolica-dwa-pokoje-ID4ob6h
37.0;440000;secondary;2;480;Szczepin;1967;False;True;True;False;False;False;10;7;to_renovation;51.1186225;16.9983948;https://www.otodom.pl/pl/oferta/obnizona-cena-2-pokoje-w-rozkladzie-centrum-ID4oxB6
45.0;535000;secondary;2;470;Pracze Odrzańskie;2002;True;False;True;False;False;False;3;3;ready_to_use;51.16340254813668;16.898544539794926;https://www.otodom.pl/pl/oferta/2-pokoje-zielona-okolica-bez-posrednikow-ID4oOfK
49.69;669000;primary;3;;Psie Pole - Zawidawie;;True;True;False;True;False;True;4;4;;51.16361;17.1407;https://www.otodom.pl/pl/oferta/3-pokoje-zakrzow-do-odbioru-spokojna-okolica-ID4oYje
56.34;699000;primary;3;;Psie Pole - Zawidawie;;True;True;False;True;False;True;4;4;;51.16361;17.1407;https://www.otodom.pl/pl/oferta/3-pokoje-zakrzow-gotowe-do-odbioru-balkon-ID4oYjc
69.25;819001;primary;4;;Psie Pole - Zawidawie;;True;True;False;True;False;True;4;1;;51.16361;17.1407;https://www.otodom.pl/pl/oferta/4-pokoje-zakrzow-do-odbioru-cicha-okolica-ID4oYj6
64.0;687000;primary;3;;Psie Pole - Zawidawie;2023;False;True;False;True;False;False;4;1;to_completion;51.161448;17.13587;https://www.otodom.pl/pl/oferta/dwustronne-dla-rodziny-gotowe-ID4oYj9
77.3;997170;primary;4;;Szczepin;2023;True;True;False;True;False;False;8;0;to_completion;51.120349;17.01336;https://www.otodom.pl/pl/oferta/gotowe-mieszkanie-blisko-centrum-zielone-osiedle-ID4oYjb
63.7;697000;primary;3;;Psie Pole - Zawidawie;2023;False;True;False;True;False;False;4;1;to_completion;51.161448;17.13587;https://www.otodom.pl/pl/oferta/osobna-kuchnia-narozny-balkon-pld-zach-wystawa-ID4oYja
77.39;904000;primary;4;;Psie Pole - Zawidawie;;True;True;False;False;True;True;4;0;;51.16361;17.1407;https://www.otodom.pl/pl/oferta/4-pokoje-ogrod-zakrzow-gotowe-do-odbioru-ID4oYj1
56.03;669001;primary;3;;Psie Pole - Zawidawie;;True;True;False;True;False;True;4;0;;51.16361;17.1407;https://www.otodom.pl/pl/oferta/3-pokoje-zakrzow-do-odbioru-spokojna-okolica-ID4oYiY
49.0;784900;secondary;2;699;Gajowice;2018;True;True;True;True;False;False;6;3;;51.10152;17.00947;https://www.otodom.pl/pl/oferta/wysoki-standard-taras-2-m-p-k-lok-ID4oYiU
57.0;870000;secondary;3;600;Polanowice - Poświętne - Ligota;2017;True;True;False;True;False;False;5;5;ready_to_use;51.1544876;17.0453469;https://www.otodom.pl/pl/oferta/stylowe-mieszkanie-z-balkonem-3-pokoje-poswietne-ID4oFs6
52.69;669000;primary;3;550;Karłowice - Różanka;2023;True;True;True;True;False;False;4;4;to_completion;51.1458649;17.0355841;https://www.otodom.pl/pl/oferta/trzy-pokoje-do-wykonczenia-gotowa-inwestycja-ID4oYiP
49.79;1190000;secondary;2;520;Przedmieście Oławskie;2013;True;True;False;True;False;False;4;4;ready_to_use;51.1010649;17.0407043;https://www.otodom.pl/pl/oferta/luksusowy-apartament-centrum-wroclawia-parking-ID4oOef
65.0;769000;secondary;3;850;Lipa Piotrowska;2012;True;True;True;False;True;False;5;;ready_to_use;51.1771007;16.9989251;https://www.otodom.pl/pl/oferta/polecam-3-pokoje-kuchnia-ogrod-garaz-i-komorka-ID4oYhm
52.81;649000;primary;3;530;Karłowice - Różanka;2023;True;True;True;True;False;False;4;0;to_completion;51.1458649;17.0355841;https://www.otodom.pl/pl/oferta/m3-z-balkonem-do-wykonczenia-od-zaraz-ID4oYh2
49.57;570000;secondary;2;300;Plac Grunwaldzki;1930;;;;;;;4;1;to_completion;51.11344105;17.06029672;https://www.otodom.pl/pl/oferta/wysokie-roi-mozliwe-4-pokoje-plac-grunwaldzki-ID4oYfn
98.0;1666000;secondary;5;;Ołbin;2019;False;False;False;True;False;False;6;5;ready_to_use;51.11955;17.04825;https://www.otodom.pl/pl/oferta/wykonczone-trzy-mieszkania-na-1-kw-98-mkw-premium-ID4oYfe
62.1;900000;secondary;2;800;Grabiszyn - Grabiszynek;2010;False;True;False;True;False;False;7;2;;51.0901584;16.9950803;https://www.otodom.pl/pl/oferta/mieszkanie-z-widokiem-na-park-grabiszynski-ID4oYeh
82.0;809000;secondary;3;700;Grabiszyn - Grabiszynek;1930;False;False;True;False;False;False;2;0;ready_to_use;51.08202717;16.99000987;https://www.otodom.pl/pl/oferta/3-pokoje-grabiszyn-komorka-inwestycyjnie-okazja-ID4oYdN
51.0;841000;secondary;2;550;Kleczków;2016;False;True;False;False;False;False;2;5;;51.12926135;17.04114695;https://www.otodom.pl/pl/oferta/2-pokoje-51-m2-promenady-wroclawskie-ID4oYcD
68.95;575732;primary;4;;Bieńkowice;;True;False;True;False;True;True;;0;;51.05011167277944;17.089740642358407;https://www.otodom.pl/pl/oferta/promocja-piekny-i-duzy-ogrodek-ostatnie-sprawdz-ID4oYbD
68.95;548152;primary;4;;Bieńkowice;;True;False;True;True;False;False;;1;;51.05000375936879;17.09016979580079;https://www.otodom.pl/pl/oferta/promocja-najlepszacena-superustawne-sprawdz-hit-ID4oYbo
59.68;480424;primary;3;;Bieńkowice;;True;False;True;True;False;False;;1;;51.05005771610555;17.090255626489267;https://www.otodom.pl/pl/oferta/ostatnie-najlepszacena-promocja-nowainwestycja-hit-ID4oYaY
42.8;598150;primary;2;430;Księże;2024;True;True;False;False;True;True;2;0;to_completion;51.073302;17.0886918;https://www.otodom.pl/pl/oferta/zamieszkaj-wsrod-zieleni-dwa-pokoje-z-ogrodkiem-ID4oYaW
54.5;650000;secondary;2;;Gądów - Popowice Płd.;1980;False;True;True;True;False;True;6;1;to_renovation;51.126;16.9711;https://www.otodom.pl/pl/oferta/mieszkanie-z-potencjalem-duzy-taras-gadow-maly-ID4oYaE
41.87;349614;primary;2;;Bieńkowice;;True;False;True;True;False;False;;1;;51.04903252735838;17.090083965112314;https://www.otodom.pl/pl/oferta/promocja-najlepszacena-ostatniesztuki-hit-ID4oYac
60.05;612510;primary;4;;Brochów;;True;True;True;False;True;True;;0;;51.0519878;17.0828219;https://www.otodom.pl/pl/oferta/ogrodek-2tarasy-garderoba-nowainwestycja-hit-ID4oY9I
51.47;506979;primary;3;;Brochów;;True;True;True;True;False;False;;1;;51.0519878;17.0828219;https://www.otodom.pl/pl/oferta/promocja-super-ustawne-nowa-inwestycja-hit-ID4oY9q
67.65;744150;secondary;3;600;Gaj;1980;False;True;True;True;False;False;10;2;ready_to_use;51.0777522;17.0458072;https://www.otodom.pl/pl/oferta/mieszkanie-3-pokoje-osobna-kuchnia-68-m2-krzyki-ID4oY95
52.57;546728;primary;3;;Brochów;;True;True;True;False;True;True;;0;;51.0519878;17.0828219;https://www.otodom.pl/pl/oferta/narozne-z-pieknym-ogrodkiem-nowa-inwestycja-hit-ID4oY8T
37.06;426190;primary;2;;Brochów;;True;True;True;False;True;True;;0;;51.0519878;17.0828219;https://www.otodom.pl/pl/oferta/super-promocja-nowa-inwestycja-ogrodek-sprawdzhit-ID4oY7V
36.98;568418;primary;2;;Krzyki - Partynice;;False;False;False;True;False;False;8;1;;51.06004;16.9917;https://www.otodom.pl/pl/oferta/idealne-na-pierwsze-mieszkanie-balkon-0-ID4oY7u
72.35;1118722;primary;4;;Krzyki - Partynice;;False;False;False;True;False;False;8;8;;51.06004;16.9917;https://www.otodom.pl/pl/oferta/8-pietro-balkon-aneks-kuchenny-2026-0-ID4oY7t
52.67;789222;primary;3;;Krzyki - Partynice;;False;False;False;True;False;False;8;6;;51.06004;16.9917;https://www.otodom.pl/pl/oferta/6-pietro-balkon-aneks-0-prowizji-i-pcc-ID4oY7r
38.64;608997;primary;2;;Szczepin;;False;False;False;True;False;False;9;0;to_completion;51.12271;17.01264;https://www.otodom.pl/pl/oferta/parter-2x-balkon-do-wykonczenia-mp-w-cenie-ID4oY7p
41.0;555000;secondary;2;600;Jagodno;2012;False;False;False;True;False;False;3;3;ready_to_use;51.0529323;17.0609005;https://www.otodom.pl/pl/oferta/mieszkanie-2-pokojowe-na-sprzedaz-ID4osIv
41.78;698322;primary;2;;Krzyki - Partynice;;False;False;False;True;False;False;8;7;;51.06004;16.9917;https://www.otodom.pl/pl/oferta/7-pietro-balkon-na-start-0-prowizji-i-pcc-ID4oY7q
30.43;357552;primary;2;;Brochów;;True;True;True;False;True;True;;0;;51.0519878;17.0828219;https://www.otodom.pl/pl/oferta/nowy-etap-ostatnie-takie-mieszkania-hit-sprawdz-ID4oY7a
74.15;1039000;primary;4;500;Szczepin;2023;True;True;False;True;False;False;9;1;to_completion;51.1210389;17.0132445;https://www.otodom.pl/pl/oferta/4-pokoje-dla-rodziny-5-minut-od-centrum-rzeka-ID4oY64
33.24;514750;primary;2;340;Krzyki - Partynice;2026;True;True;True;True;False;False;8;3;to_completion;51.0670921;16.9964144;https://www.otodom.pl/pl/oferta/nowa-inwestycja-na-krzykach-2-pokoje-z-balkonem-ID4oY63
58.0;899000;primary;3;;Szczepin;2023;True;True;False;True;False;False;5;1;;51.121708;17.01149;https://www.otodom.pl/pl/oferta/apartament-dwa-balkony-miejsce-postojowe-w-cenie-ID4oY4v
64.0;667000;primary;3;;Psie Pole - Zawidawie;2023;False;True;False;True;False;False;4;2;to_completion;51.161273;17.13731;https://www.otodom.pl/pl/oferta/dwustronne-gotowe-w-promocji-ID4oY4s
61.0;647000;primary;3;;Psie Pole - Zawidawie;2023;False;True;False;True;False;False;4;1;to_completion;51.161556;17.139;https://www.otodom.pl/pl/oferta/osobna-kuchnia-duzy-balkon-od-poludnia-ID4oY4t
74.0;837000;primary;4;;Psie Pole - Zawidawie;2023;True;True;False;True;False;False;4;2;to_completion;51.16523945756233;17.132546497192383;https://www.otodom.pl/pl/oferta/2balkony-gotowe-dwustronne-dla-rodziny-ID4oY3H
46.73;580000;secondary;2;600;Wojszyce;2011;True;True;False;True;False;False;4;1;ready_to_use;51.061340442442;17.042476009509;https://www.otodom.pl/pl/oferta/mieszkanie-na-sprzedaz-wroclaw-ul-klasztorna-ID4oY2X
49.9;728997;primary;2;;Szczepin;;False;False;False;True;False;False;9;4;to_completion;51.12271;17.01264;https://www.otodom.pl/pl/oferta/duzy-balkon-stare-miasto-do-wykonczenia-prom-ID4oY1j
41.79;708997;primary;2;;Szczepin;;False;False;False;True;False;False;9;4;to_completion;51.12271;17.01264;https://www.otodom.pl/pl/oferta/2x-balkon-gotowe-do-wykonczenia-mp-w-cenie-ID4oY1k
55.82;749991;secondary;2;;Stare Miasto;;False;False;True;False;False;False;4;2;ready_to_use;51.11072;17.02435;https://www.otodom.pl/pl/oferta/mieszkanie-w-scislym-centrum-ID4oY1h
56.59;898997;primary;3;;Szczepin;;False;False;False;True;False;False;9;9;to_completion;51.12271;17.01264;https://www.otodom.pl/pl/oferta/duza-loggia-9-pietro-widok-stare-miasto-0-ID4oY1g
42.7;560000;secondary;2;560;Leśnica;2018;True;True;True;True;True;True;4;0;ready_to_use;51.1553484;16.9001353;https://www.otodom.pl/pl/oferta/taras-z-ogrodem-112-m2-garaz-komorka-gotowe-ID4oY0a
47.6;530000;secondary;2;390;Przedmieście Świdnickie;1970;False;False;False;False;False;False;5;5;ready_to_use;51.10195;17.03667;https://www.otodom.pl/pl/oferta/wroclaw-ul-dworcowa-scisle-centrum-2-pokoje-ID4orbV
138.14;1695000;secondary;7;;Grabiszyn - Grabiszynek;2024;False;True;False;True;False;False;11;6;to_completion;51.09336;16.97922;https://www.otodom.pl/pl/oferta/okazja-idealna-inwestycja-we-wroclawiu-ID4oXZy
44.0;709000;secondary;2;370;Nadodrze;1922;False;False;True;False;False;False;4;3;ready_to_use;51.1167127;17.0309167;https://www.otodom.pl/pl/oferta/piekne-2-pokoje-centrum-rynek-wyspa-slodowa-ID4oJAK
54.9;612135;primary;3;;Lipa Piotrowska;2024;False;True;False;False;True;True;2;0;to_completion;51.1726;17.0009;https://www.otodom.pl/pl/oferta/mieszkanie-3-pok-55m2-3-str-lipa-piotrowska-o-ID4oXXs
54.92;570618;primary;3;;Lipa Piotrowska;2024;False;True;False;True;False;False;2;1;to_completion;51.1716;17.0006;https://www.otodom.pl/pl/oferta/niska-zabudowa-55m2-3-pok-lipa-piotrowska-1-5k-ID4oXXt
51.65;581062;primary;3;;Lipa Piotrowska;2024;False;True;False;False;True;False;2;0;to_completion;51.1719;17.0008;https://www.otodom.pl/pl/oferta/mieszkanie-3-pok-52m2-ogrodek-lipa-piotrowska-ID4oXXr
61.8;691720;primary;3;;Oporów;2025;False;True;False;False;False;True;3;0;to_completion;51.0805;16.9575;https://www.otodom.pl/pl/oferta/taras-27m2-2-stronne-62m2-3-pok-opcja-oddzieln-ID4oXXp
61.97;914000;primary;3;;Szczepin;2023;False;True;False;True;False;False;9;5;to_completion;51.1235;17.0143;https://www.otodom.pl/pl/oferta/mieszkanie-3-pok-62m2-dodatkowe-wc-2-5-km-do-ry-ID4oXXn
